지역 이름,일 평균상대습도,일 평균기온,일 평균풍속,일 최고기온,일 최저상대습도,일 최저기온,일 강수량,일 누적일조시간,연월일
양산시,40.6,4.0,1.2,10.3,19,-0.5,,8.2,2009-01-07
양산시,46.0,2.3,1.2,9.5,21,-3.1,,4.5,2009-01-08
양산시,30.3,2.6,2.7,6.1,23,-1.4,,7.4,2009-01-09
양산시,36.1,-0.8,3.2,3.2,19,-3.7,,8.4,2009-01-10
양산시,43.6,-0.5,2.9,4.3,34,-6.2,,7.4,2009-01-11
보성군,96.4,6.9,1.5,10.4,85,4.0,7.5,0.0,2010-02-08
보성군,92.9,9.2,1.6,11.8,80,5.9,3.5,0.0,2010-02-09
보성군,96.4,8.8,1.9,10.0,89,7.8,7.5,0.0,2010-02-10
보성군,89.4,5.4,4.4,7.9,78,2.8,26.5,0.0,2010-02-11
보성군,89.5,2.4,2.1,3.5,80,1.5,0.5,0.0,2010-02-12
보성군,66.1,0.8,5.1,3.2,52,-1.0,,7.1,2010-02-13
보성군,69.9,0.9,2.2,4.4,38,-2.4,,0.0,2010-02-14
보성군,58.5,2.4,4.3,7.9,27,-0.6,,7.6,2010-02-15
보성군,44.5,0.2,5.2,5.0,25,-2.6,,8.2,2010-02-16
보성군,44.6,1.1,4.3,6.4,14,-2.5,,6.8,2010-02-17
강진군,,,,,,,,,2009-11-10
강진군,69.9,13.5,2.7,18.1,52,9.8,,5.5,2009-11-11
강진군,58.1,11.8,5.6,14.4,45,10.3,,5.1,2009-11-12
강진군,83.6,12.5,2.4,13.3,64,11.7,10.5,0.0,2009-11-13
강진군,66.6,9.8,4.7,12.6,53,7.0,,1.9,2009-11-14
강진군,63.3,5.9,5.1,8.5,42,3.8,,3.0,2009-11-15
강진군,57.4,3.8,4.3,6.3,40,2.7,,0.0,2009-11-16
강진군,,,3.9,6.3,34,0.1,,4.6,2009-11-17
강진군,58.6,3.6,3.2,8.2,42,-0.9,,9.1,2009-11-18
강진군,58.9,5.6,2.8,10.8,43,1.8,,6.3,2009-11-19
장흥,52.8,0.2,1.8,6.5,34,-5.9,,7.9,2001-01-01
장흥,48.8,3.4,5.5,7.0,37,-2.4,,6.2,2001-01-02
장흥,54.8,0.5,2.8,3.5,44,-2.8,,7.2,2001-01-03
장흥,52.0,-1.7,3.8,1.3,42,-5.0,,8.2,2001-01-04
장흥,49.9,-2.5,2.5,3.7,34,-7.7,,8.0,2001-01-05
장흥,50.9,0.4,2.6,6.7,21,-7.9,,5.3,2001-01-06
장흥,68.9,5.4,4.5,7.5,64,1.3,13.0,0.0,2001-01-07
장흥,60.4,6.8,2.8,11.3,51,3.6,,6.5,2001-01-08
장흥,62.8,4.9,4.3,7.7,51,0.6,4.5,0.0,2001-01-09
장흥,50.3,-0.1,3.1,4.4,29,-3.9,,9.1,2001-01-10
해남,63.1,0.8,1.8,6.3,39,-5.3,,8.1,2001-01-01
해남,52.1,5.1,4.6,7.8,34,1.5,,7.3,2001-01-02
해남,63.0,1.6,2.3,4.1,47,-3.6,,6.0,2001-01-03
해남,59.3,-0.5,4.0,2.4,45,-3.9,,8.5,2001-01-04
해남,56.9,-1.5,2.8,4.4,34,-6.9,,8.5,2001-01-05
해남,61.4,0.4,3.2,7.4,23,-9.2,5.0,3.7,2001-01-06
해남,81.3,6.7,7.1,9.3,71,2.5,5.5,0.0,2001-01-07
해남,67.3,7.5,3.2,12.2,48,3.5,,6.6,2001-01-08
해남,71.4,5.8,4.3,9.1,56,1.9,6.5,0.0,2001-01-09
해남,61.1,0.6,2.2,4.5,44,-4.4,,8.7,2001-01-10
고흥,48.0,0.5,1.9,6.1,21,-4.9,,7.2,2001-01-01
고흥,46.9,5.0,4.2,8.1,32,-0.7,,6.4,2001-01-02
고흥,53.1,1.3,2.5,3.8,42,-2.1,,4.2,2001-01-03
고흥,48.0,-0.7,4.0,2.7,35,-3.8,,7.9,2001-01-04
고흥,41.6,-0.6,2.2,4.6,30,-5.0,,7.7,2001-01-05
고흥,52.3,0.7,1.8,6.5,23,-7.8,,4.8,2001-01-06
고흥,77.5,5.1,3.4,7.0,69,1.0,15.0,0.0,2001-01-07
고흥,63.0,6.9,1.9,11.0,48,1.3,,5.7,2001-01-08
고흥,67.8,5.0,3.5,7.7,54,0.9,3.5,0.0,2001-01-09
고흥,49.9,0.6,3.3,4.9,29,-2.7,,8.5,2001-01-10
의령군,,,,,,,,,2010-06-21
의령군,,,1.0,30.3,41,22.5,,10.6,2010-06-22
의령군,70.8,23.8,1.2,28.9,56,19.3,,8.5,2010-06-23
의령군,69.9,23.5,0.4,31.0,40,15.8,,10.9,2010-06-24
의령군,83.6,21.7,0.3,26.2,51,18.7,1.5,0.0,2010-06-25
의령군,95.6,22.1,0.4,24.4,88,19.8,18.0,0.0,2010-06-26
의령군,85.1,24.0,1.4,27.0,73,22.3,1.5,0.7,2010-06-27
의령군,93.8,22.5,0.3,24.8,83,20.7,24.0,0.1,2010-06-28
의령군,83.8,25.0,1.0,30.1,61,21.1,,6.0,2010-06-29
의령군,81.5,25.9,1.3,31.1,57,22.9,,4.2,2010-06-30
함양군,,,,,,,,,2010-06-21
함양군,,,0.6,29.1,40,20.6,,10.9,2010-06-22
함양군,65.0,23.0,0.9,30.4,23,17.1,,7.4,2010-06-23
함양군,72.1,22.7,1.0,31.1,34,14.7,,9.6,2010-06-24
함양군,79.9,21.6,0.9,27.7,51,17.5,0.5,0.7,2010-06-25
함양군,95.6,21.3,0.9,23.0,85,19.1,5.5,0.0,2010-06-26
함양군,86.9,23.3,1.4,26.6,71,20.1,0.5,0.3,2010-06-27
함양군,95.0,21.8,0.5,25.0,80,19.9,9.0,0.0,2010-06-28
함양군,83.1,24.9,0.7,31.2,54,20.6,,9.8,2010-06-29
함양군,78.4,25.8,1.0,31.4,50,21.6,,6.3,2010-06-30
광양시,,,,,,,,,2010-12-31
광양시,,,,,,,,,2011-01-01
광양시,,,,,,,,,2011-01-02
광양시,,,,,,,,,2011-01-03
광양시,,,,,,,,,2011-01-04
광양시,,,,,,,,,2011-01-05
광양시,,,,,,,,,2011-01-06
광양시,,,,,,,,,2011-01-07
광양시,,,,,,,,,2011-01-08
광양시,,,,,,,,,2011-01-09
진도군,,,,,,,,,2014-05-09
진도군,43.1,18.6,3.2,21.9,30,10.8,,,2014-05-10
진도군,78.8,18.4,4.4,21.0,50,16.2,67.5,,2014-05-11
진도군,79.9,16.7,2.4,21.0,52,13.5,4.0,9.0,2014-05-12
진도군,73.4,18.3,1.6,25.5,43,10.6,,12.0,2014-05-13
진도군,91.3,15.7,1.3,18.1,63,13.8,14.5,0.0,2014-05-14
진도군,78.6,15.9,2.7,19.7,51,11.2,,10.3,2014-05-15
진도군,71.6,16.5,1.4,23.1,43,9.1,,11.0,2014-05-16
진도군,62.6,17.6,1.5,25.7,21,11.5,,12.3,2014-05-17
진도군,77.1,17.5,1.2,25.4,37,11.0,,10.0,2014-05-18
봉화,71.1,-7.6,1.1,0.8,36,-16.7,,7.3,2001-01-01
봉화,60.3,-2.9,2.8,0.9,41,-7.9,,5.4,2001-01-02
봉화,48.5,-7.7,2.8,-3.6,35,-14.4,,7.7,2001-01-03
봉화,47.0,-9.3,2.8,-4.1,26,-13.9,,8.5,2001-01-04
봉화,63.4,-9.6,2.1,-0.9,30,-18.1,,8.3,2001-01-05
봉화,67.5,-6.3,0.8,4.2,23,-17.3,,7.6,2001-01-06
봉화,77.0,1.8,2.2,3.3,61,-2.3,16.0,0.0,2001-01-07
봉화,72.9,0.3,2.1,4.3,53,-4.8,,8.2,2001-01-08
봉화,85.9,-0.3,1.2,2.5,68,-4.7,2.5,0.0,2001-01-09
봉화,67.1,-5.3,1.8,1.1,35,-11.4,,8.2,2001-01-10
영주,60.0,-5.2,1.2,0.2,36,-13.0,,4.6,2001-01-01
영주,58.1,-1.5,6.8,1.8,42,-6.3,0.5,1.1,2001-01-02
영주,44.6,-6.8,6.8,-3.3,36,-9.9,,6.6,2001-01-03
영주,39.4,-7.9,7.0,-4.8,27,-10.9,,7.7,2001-01-04
영주,46.6,-6.2,4.1,-1.3,26,-13.8,,7.7,2001-01-05
영주,51.8,-3.8,1.2,2.1,17,-13.0,,5.8,2001-01-06
영주,82.3,1.5,0.9,4.8,56,-1.2,25.5,0.0,2001-01-07
영주,69.1,2.7,1.2,7.5,49,0.1,,6.8,2001-01-08
영주,80.8,1.2,3.2,3.7,61,-1.0,4.0,0.0,2001-01-09
영주,60.0,-4.1,3.2,0.7,42,-8.8,,8.0,2001-01-10
문경,55.8,-3.8,0.3,2.4,34,-10.6,,8.0,2001-01-01
문경,62.0,-0.7,1.4,3.1,46,-5.5,0.4,1.6,2001-01-02
문경,43.0,-5.7,1.2,-1.8,30,-10.0,,7.1,2001-01-03
문경,39.8,-7.1,1.1,-2.9,25,-10.4,,7.7,2001-01-04
문경,43.6,-5.2,0.9,0.0,26,-10.0,,7.4,2001-01-05
문경,46.8,-3.2,0.3,1.1,26,-9.5,,6.3,2001-01-06
문경,84.8,1.5,0.6,3.4,45,-0.6,24.2,0.0,2001-01-07
문경,65.1,3.7,0.7,8.3,46,0.8,,6.6,2001-01-08
문경,79.4,0.8,0.8,4.0,59,-2.3,4.5,0.0,2001-01-09
문경,51.5,-4.2,0.8,1.4,29,-7.8,,8.3,2001-01-10
청송군,87.6,25.9,0.6,32.7,54,21.8,,7.9,2010-09-04
청송군,88.5,25.9,0.6,32.2,59,21.5,1.5,5.4,2010-09-05
청송군,98.3,23.5,0.3,25.8,89,22.1,11.5,0.0,2010-09-06
청송군,94.1,21.4,0.9,23.2,81,19.9,42.0,0.0,2010-09-07
청송군,81.9,19.9,1.0,26.0,51,16.0,,3.7,2010-09-08
청송군,87.9,20.7,0.7,27.4,67,15.0,0.5,5.1,2010-09-09
청송군,87.9,24.4,0.9,30.2,62,19.8,0.5,6.3,2010-09-10
청송군,93.9,24.4,0.7,28.3,75,22.1,1.5,0.0,2010-09-11
청송군,93.5,22.1,1.4,26.8,77,18.5,21.5,1.2,2010-09-12
청송군,89.4,21.1,1.1,27.2,61,16.7,,5.1,2010-09-13
영덕,35.3,-0.9,3.4,4.2,17,-6.6,,7.7,2001-01-01
영덕,47.4,1.3,6.8,5.1,31,-2.7,,7.4,2001-01-02
영덕,35.8,-3.7,5.8,-0.4,27,-7.0,,7.9,2001-01-03
영덕,32.6,-4.6,4.6,-0.2,18,-7.2,,8.1,2001-01-04
영덕,34.8,-3.4,3.9,1.7,23,-7.7,,7.8,2001-01-05
영덕,53.0,-0.5,1.9,3.7,24,-6.2,,7.5,2001-01-06
영덕,82.9,4.7,5.8,6.7,59,1.4,26.5,0.0,2001-01-07
영덕,75.1,3.8,5.0,5.8,56,2.0,1.5,6.7,2001-01-08
영덕,81.8,4.3,2.1,8.6,60,1.9,2.5,0.4,2001-01-09
영덕,41.4,0.1,4.3,4.4,29,-2.6,,8.2,2001-01-10
의성,55.5,-6.2,0.2,3.1,18,-14.3,,6.3,2001-01-01
의성,49.1,-0.9,2.3,5.7,31,-5.1,,4.1,2001-01-02
의성,41.3,-5.1,2.2,-0.2,29,-11.9,,6.8,2001-01-03
의성,39.9,-6.7,2.0,-1.3,19,-13.3,,7.2,2001-01-04
의성,57.5,-8.4,0.8,1.9,24,-16.5,,7.4,2001-01-05
의성,53.4,-4.7,0.2,3.5,22,-14.6,,6.7,2001-01-06
의성,80.8,1.8,0.9,4.7,49,-0.9,22.0,0.0,2001-01-07
의성,68.9,2.9,0.8,9.5,41,-1.6,,4.6,2001-01-08
의성,75.4,1.5,1.0,3.7,52,-1.3,0.5,0.0,2001-01-09
의성,51.5,-3.6,1.1,2.6,24,-9.1,,7.4,2001-01-10
구미,53.8,-2.6,1.0,3.8,26,-9.1,,7.4,2001-01-01
구미,46.9,2.1,3.8,6.7,36,-1.6,,7.2,2001-01-02
구미,48.4,-3.7,2.3,0.6,35,-8.3,,7.2,2001-01-03
구미,44.9,-4.7,2.6,-1.0,28,-7.9,,7.4,2001-01-04
구미,48.9,-3.6,2.3,1.9,33,-9.0,,7.4,2001-01-05
구미,51.3,-2.1,0.6,3.3,24,-9.8,,6.4,2001-01-06
구미,87.6,1.1,0.9,2.5,43,-0.9,30.0,0.0,2001-01-07
구미,74.8,3.6,0.8,10.0,45,0.2,,6.2,2001-01-08
구미,76.6,1.9,1.7,4.9,54,-0.1,1.0,0.0,2001-01-09
구미,51.8,-2.8,1.9,3.0,24,-6.8,,7.3,2001-01-10
영천,48.6,-2.7,1.4,4.6,22,-9.4,,6.8,2001-01-01
영천,48.6,1.5,3.8,6.2,34,-4.6,,2.4,2001-01-02
영천,45.5,-3.9,4.0,0.2,34,-7.4,,6.0,2001-01-03
영천,41.8,-5.2,4.3,-1.4,23,-7.9,,6.6,2001-01-04
영천,43.4,-4.2,2.8,1.5,26,-8.5,,7.1,2001-01-05
영천,63.3,-2.5,1.0,4.2,30,-11.7,,5.2,2001-01-06
영천,83.9,4.3,3.8,6.7,61,1.7,21.0,0.0,2001-01-07
영천,75.0,3.7,1.6,9.5,48,-1.0,,4.1,2001-01-08
영천,81.9,2.5,1.9,5.6,60,-0.2,2.5,0.0,2001-01-09
영천,50.4,-2.1,2.8,3.7,25,-6.5,,6.4,2001-01-10
경주시,89.6,23.7,1.9,31.7,61,21.7,3.5,,2010-08-25
경주시,80.6,26.6,2.3,34.3,49,21.7,,8.8,2010-08-26
경주시,86.8,26.1,1.3,30.7,68,23.0,1.0,,2010-08-27
경주시,85.0,26.6,2.0,30.2,66,23.7,0.1,,2010-08-28
경주시,81.8,27.5,2.8,33.2,58,22.8,,,2010-08-29
경주시,88.5,26.2,1.5,32.5,58,22.6,12.0,,2010-08-30
경주시,90.1,25.7,1.4,32.4,62,22.8,0.4,,2010-08-31
경주시,85.4,26.5,1.8,32.2,62,22.7,1.6,3.4,2010-09-01
경주시,88.0,26.0,3.0,29.2,64,24.1,8.5,0.2,2010-09-02
경주시,81.6,27.4,1.6,34.6,51,22.9,,9.0,2010-09-03
거창,47.6,-1.7,1.6,6.1,18,-11.0,,7.8,2001-01-01
거창,44.8,2.1,2.8,5.2,33,-3.1,0.0,4.8,2001-01-02
거창,53.5,-3.7,1.4,0.9,35,-7.5,0.0,4.8,2001-01-03
거창,42.5,-4.8,2.2,-0.5,22,-9.0,,8.1,2001-01-04
거창,51.4,-5.4,1.6,2.5,32,-11.9,,8.2,2001-01-05
거창,50.3,-2.9,1.1,4.2,24,-11.1,,7.2,2001-01-06
거창,80.5,-0.4,0.3,2.0,41,-3.6,27.0,0.0,2001-01-07
거창,73.5,1.8,0.6,9.6,49,-3.6,,4.7,2001-01-08
거창,77.8,0.8,0.9,4.1,47,-2.2,4.0,0.0,2001-01-09
거창,53.6,-4.1,1.0,3.6,23,-9.9,,9.1,2001-01-10
합천,53.5,-1.8,0.8,6.8,19,-9.7,,7.4,2001-01-01
합천,40.3,4.1,2.4,7.7,27,0.0,,6.6,2001-01-02
합천,47.5,-0.8,1.7,4.1,27,-5.1,,6.7,2001-01-03
합천,51.8,-3.6,1.4,2.7,18,-7.7,,8.0,2001-01-04
합천,58.0,-4.4,0.8,4.4,27,-10.9,,7.3,2001-01-05
합천,49.4,-1.6,0.9,4.7,16,-9.6,,5.5,2001-01-06
합천,88.5,1.1,0.2,2.2,36,-1.6,34.7,0.0,2001-01-07
합천,76.0,3.3,0.9,9.8,48,-0.2,,6.3,2001-01-08
합천,78.5,2.8,0.7,5.9,54,0.0,2.0,0.0,2001-01-09
합천,55.0,-1.2,1.2,4.8,25,-5.9,,8.3,2001-01-10
밀양,44.8,-1.5,0.8,6.3,18,-9.3,,7.8,2001-01-01
밀양,43.4,1.9,2.1,8.6,25,-3.6,,7.1,2001-01-02
밀양,42.1,-1.5,2.0,2.9,23,-6.7,,7.8,2001-01-03
밀양,43.3,-3.7,1.8,2.2,20,-8.6,,8.6,2001-01-04
밀양,46.4,-3.2,1.7,3.2,27,-10.0,,8.0,2001-01-05
밀양,43.3,0.3,0.8,6.0,18,-7.8,,7.0,2001-01-06
밀양,80.9,3.7,0.8,6.5,50,0.8,13.5,0.0,2001-01-07
밀양,62.8,6.2,2.1,11.4,45,1.6,,7.6,2001-01-08
밀양,75.3,4.6,1.1,6.8,59,1.4,3.0,0.0,2001-01-09
밀양,43.4,0.1,1.4,5.9,19,-4.8,,7.9,2001-01-10
산청,43.3,-1.1,1.0,5.6,21,-8.8,,7.0,2001-01-01
산청,48.4,3.5,5.0,6.4,35,-0.4,,6.2,2001-01-02
산청,51.8,-1.1,3.8,2.7,37,-3.8,0.0,5.8,2001-01-03
산청,43.0,-2.6,3.9,1.5,23,-5.5,,7.3,2001-01-04
산청,44.0,-2.5,1.8,3.6,28,-8.0,,7.0,2001-01-05
산청,49.3,-1.9,0.8,4.6,15,-9.3,,5.6,2001-01-06
산청,90.6,0.8,0.2,1.7,40,-2.2,36.8,0.0,2001-01-07
산청,79.8,3.1,0.2,10.5,47,-0.6,0.5,4.6,2001-01-08
산청,78.1,2.4,1.2,6.0,51,0.3,8.0,0.0,2001-01-09
산청,46.4,-0.9,1.2,5.6,23,-4.9,,7.3,2001-01-10
거제,40.9,1.5,2.0,6.1,21,-4.3,,7.4,2001-01-01
거제,40.8,5.5,3.8,9.3,27,2.0,,6.0,2001-01-02
거제,42.9,0.5,2.8,3.4,25,-2.6,,7.0,2001-01-03
거제,42.3,-1.0,2.1,3.5,24,-3.7,,7.3,2001-01-04
거제,43.5,-1.8,1.4,3.5,25,-6.2,,7.1,2001-01-05
거제,49.8,2.1,1.7,6.1,21,-3.8,0.5,6.4,2001-01-06
거제,81.4,6.2,2.6,8.5,74,3.3,47.5,0.0,2001-01-07
거제,66.8,6.5,1.6,10.7,49,3.6,,6.4,2001-01-08
거제,76.3,5.5,1.7,8.0,59,3.2,9.0,0.0,2001-01-09
거제,47.0,0.6,1.9,4.6,24,-3.2,,7.0,2001-01-10
남해,45.0,0.0,1.2,5.2,20,-6.0,,8.2,2001-01-01
남해,42.6,4.7,4.2,8.3,26,1.5,,7.4,2001-01-02
남해,44.9,0.5,3.0,2.8,33,-1.9,,7.2,2001-01-03
남해,39.9,-1.4,2.4,3.1,25,-5.3,,8.5,2001-01-04
남해,40.9,-2.3,1.0,4.3,24,-7.8,,7.7,2001-01-05
남해,42.0,0.3,1.8,4.4,22,-5.1,,5.9,2001-01-06
남해,76.9,2.0,2.0,4.0,58,-1.2,25.0,0.0,2001-01-07
남해,64.1,4.8,1.1,9.1,51,2.4,,5.9,2001-01-08
남해,64.1,3.8,2.1,6.0,35,2.1,6.0,0.0,2001-01-09
남해,44.1,0.4,1.8,5.6,24,-2.7,,7.8,2001-01-10
